LoopCount,VariableCountDepth_0,EnergyUsed,ThreadUsage,CyclomaticComplexity,CustomObject,MethodInvocationsDepth_0,Filename,LiteralCountDepth_0,ReassignmentsDepth_0,CustomObjectWithCustomMethod,ReturnType_void,ImportsUsed,AssignmentsDepth_0,BinaryOperatorsDepth_0,BranchCount,Input1,VariableDeclarationsDepth_0
0,0,0.0,0,1,1,1,Fibonacci_fibonacci__6,0,0,1,1,1,0,0,0,0,0
